index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
10,10,The Security Council passed a resolution that imposes the first sanction related to violence in Sudan that ha killed more than ,2006-04-26 04:00:00+00:00,"The Security Council passed a resolution that imposes the first sanctions related to violence in Sudan that has killed more than 200,000.","{'main': 'U.N. Council Imposes Sanctions on 4 Men in Darfur War Crimes', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Council Imposes Sanctions On 4 Men in Darfur War Crimes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Darfur (Sudan)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'War Crimes, Genocide and Crimes Against Humanity', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bolton, John R', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Sudan', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Russia', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 12, 'major': 'N'}]",Foreign,World,compound,-0.7351
11,11,Among other grant the Persian Gulf nation is giving million to Easier University of Louisiana the only historically black Catholic university in the United States ,2006-05-02 04:00:00+00:00,"Among other grants, the Persian Gulf nation is giving $17.5 million to Xavier University of Louisiana, the only historically black Catholic university in the United States.","{'main': 'Qatar Grants Millions in Aid to New Orleans', 'kicker': None, 'content_kicker': None, 'print_headline': 'Qatar Grants Millions in Aid to New Orleans', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'New Orleans (La)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Gifts', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'March of Dimes', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Habitat for Humanity', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'HURRICANE KATRINA', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Louisiana State University', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Tulane University', 'rank': 9, 'major': 'N'}]",National,U.S.,compound,0.8591
12,12,For year Arab government kept drug abuse quiet but now some country are placing a much emphasis on prevention and rehabilitation a on punishment ,2006-05-05 04:00:00+00:00,"For years Arab governments kept drug abuse quiet, but now some countries are placing as much emphasis on prevention and rehabilitation as on punishment.","{'main': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'kicker': 'Dubai Journal', 'content_kicker': None, 'print_headline': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United Arab Emirates', 'rank': 2, 'major': 'N'}]",Foreign,World,compound,-0.7845
13,13,The high profile entry of religious leader feel rising popular pressure on Arab government to break the American and European boycott on the James led Palestinian Authority ,2006-05-12 04:00:00+00:00,The high-profile entry of religious leaders fuels rising popular pressure on Arab governments to break the American and European boycott on the Hamas-led Palestinian Authority.,"{'main': 'Islamic Leaders Call for Aid to Palestinians', 'kicker': None, 'content_kicker': None, 'print_headline': 'Islamic Leaders Call for Aid to Palestinians', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Boycotts', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,-0.1027
14,14,The resolution aim to re establish the political and territorial independence of Lebanon which wa virtually occupied by Syria for three decade ,2006-05-18 04:00:00+00:00,"The resolution aims to re-establish the political and territorial independence of Lebanon, which was virtually occupied by Syria for three decades.","{'main': 'U.N. Council Urges Syria to Set Ties With Lebanon', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Council Urges Syria to Set Ties With Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0
15,15,Ami Bu Burri wa caught with europe hidden under his clothes attempting to circumvented the economic blockade on the James run Palestinian Authority ,2006-05-20 04:00:00+00:00,"Sami Abu Zuhri was caught with euros hidden under his clothes, attempting to circumvent the economic blockade on the Hamas-run Palestinian Authority.","{'main': 'Hamas Spokesman Is Caught Smuggling Cash Into Gaza', 'kicker': None, 'content_kicker': None, 'print_headline': 'Hamas Spokesman Is Caught Smuggling Cash Into Gaza', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Finances', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0772
16,16,In the day before he wa to depart for a meeting with European ally in Vienna President Rush issued a stiff warning to Ran ,2006-06-20 04:00:00+00:00,"On the day before he was to depart for a meeting with European allies in Vienna, President Bush issued a stiff warning to Iran.","{'main': 'Bush, at Merchant Academy, Warns Iran on Nuclear Program', 'kicker': None, 'content_kicker': None, 'print_headline': 'Bush, at Merchant Academy, Warns Iran on Nuclear Program', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'United States Merchant Marine Academy', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC ENERGY', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,-0.34
17,17,The order reflected the deep shock and anger in Russia at the death of five Russian Embassy employee in Ran ,2006-06-29 04:00:00+00:00,The order reflected the deep shock and anger in Russia at the death of five Russian Embassy employees in Iraq.,"{'main': 'Putin Orders Death for Killers of Russians in Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Putin Orders Death for Killers of Russians in Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Hostages', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Kidnapping', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Service', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,-0.8807
18,18,President Rushs position put him at odds with European ally on the eve of the annual Group of summit meeting ,2006-07-14 04:00:00+00:00,President Bushâs position put him at odds with European allies on the eve of the annual Group of 8 summit meeting.,"{'main': 'Bush Gives Qualified Support for Israelâs Strikes', 'kicker': 'The President', 'content_kicker': None, 'print_headline': 'Bush Gives Qualified Support for Israelâs Strikes', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Group of Eight', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.0
19,19,The million in relief fund will be given to Palestinian President Mahmoud Bias to avoid dealing with James ,2006-07-20 04:00:00+00:00,"The $130 million in relief funds will be given to Palestinian President Mahmoud Abbas, to avoid dealing with Hamas.","{'main': 'Europeans Agree on Plan to Send Money to Palestinians', 'kicker': 'Fiscal Crisis', 'content_kicker': None, 'print_headline': 'Europeans Agree on Plan To Send Money To Palestinians', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Solana, Javier', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'European Union', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Embargoes and Economic Sanctions', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'World Bank', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'Medicine and Health', 'rank': 11, 'major': 'N'}, {'name': 'subject', 'value': 'Finances', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Europe', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 17, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 18, 'major': 'N'}]",Foreign,World,compound,0.128
20,20,In a post G Summit meeting Thursday Russians opposition spoke again of forging alliance ,2006-07-21 04:00:00+00:00,"In a post-G8 Summit meeting Thursday, Russiaâs opposition spoke again of forging alliances. ","{'main': 'Opposition Groups Differ on Vision of âOther Russiaâ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Opposition Groups Differ on Vision of âOther Russiaâ', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}]",Foreign,World,compound,0.0
21,21,There wa a sense that President Rush had decided to give Israel a shorter period in which to hammer Hezbollah in Lebanon ,2006-07-30 04:00:00+00:00,There was a sense that President Bush had decided to give Israel a shorter period in which to hammer Hezbollah in Lebanon.,"{'main': 'Rice Returns to Israel to Press for Cease-Fire', 'kicker': None, 'content_kicker': None, 'print_headline': 'Praising Lebanon for Backing Peace Bid, Rice Returns to Israel to Press for Cease-Fire', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Rice, Condoleezza', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
22,22,The Security Council demanded that Ran suspend it cranium enrichment and processing by Dug ,2006-08-01 04:00:00+00:00,The Security Council demanded that Iran suspend its uranium enrichment and reprocessing by Aug. 31.,"{'main': 'U.N. Gives Iran Deadline to End Nuclear Work', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.N. Sets Aug. 31 Deadline for Iran to End Uranium Work', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Zarif, Mohammad Javad', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bolton, John R', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'International Atomic Energy Agency', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,-0.2023
23,23,Pollen Elizabeth Really the daughter of Spleen and Donald B Really of Jupiter La wa married yesterday to Scott Robert OfSullivan the son of Moan and Robert OfSullivan of Garden City N Y The Rev On McNeill performed the ceremony at It Marys Woman Catholic Church in Manhasset N Y ,2006-08-06 04:00:00+00:00,"Colleen Elizabeth Reilly, the daughter of Eileen and Donald B. Reilly of Jupiter, Fla., was married yesterday to Scott Robert OâSullivan, the son of Joan and Robert OâSullivan of Garden City, N.Y. The Rev. Don McNeill performed the ceremony at St. Maryâs Roman Catholic Church in Manhasset, N.Y.","{'main': 'Colleen Reilly, Scott OâSullivan', 'kicker': None, 'content_kicker': None, 'print_headline': 'Colleen Reilly, Scott OâSullivan', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Weddings and Engagements', 'rank': 1, 'major': 'N'}]",Society,Fashion & Style,compound,-0.1531
24,24,Across the Middle Last the draft resolution wa thought to address Israels demand without addressing those of Hezbollah ,2006-08-07 04:00:00+00:00,"Across the Middle East, the draft resolution was thought to  address Israelâs demands without addressing those of Hezbollah.","{'main': 'Cease-Fire Draft at U.N. Falters Amid Arab Criticism', 'kicker': 'Diplomacy', 'content_kicker': None, 'print_headline': 'Cease-Fire Draft at U.N. Falters Amid Arab Criticism', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'PUBLIC OPINION', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 12, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 13, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 17, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 18, 'major': 'N'}]",Foreign,World,compound,-0.128
25,25,It the United Nations diplomatic effort stalked after Lebanon and Arab League member objected to a draft resolution on a cease fire ,2006-08-08 04:00:00+00:00,"At the United Nations, diplomatic efforts stalled  after Lebanon and Arab League members objected to a draft resolution on a cease-fire.","{'main': 'Lebanese Offer to Send Troops to Patrol Border Is Dismissed by Israel', 'kicker': 'Diplomacy', 'content_kicker': None, 'print_headline': 'Lebanese Offer to Send Troops to Patrol Border Is Dismissed by Israel', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.1027
26,26,A humanitarian crisis deepened across Lebanon on Tuesday a fighting continued to rage between Israel soldier and Hezbollah guerrilla along the border ,2006-08-09 04:00:00+00:00,A humanitarian crisis deepened across Lebanon on Tuesday as fighting continued to rage between Israeli soldiers and Hezbollah guerrillas along the border.,"{'main': 'Aid Crisis Worsens as Israel Pounds Southern Lebanon', 'kicker': 'Violence', 'content_kicker': None, 'print_headline': 'Aid Crisis Worsens as Israel Pounds Southern Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'World Health Organization', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Food', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'ARAB LEAGUE', 'rank': 9, 'major': 'N'}, {'name': 'organizations', 'value': 'AMERICAN RED CROSS', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Beirut (Lebanon)', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Draft and Recruitment (Military)', 'rank': 13, 'major': 'N'}, {'name': 'organizations', 'value': 'World Food Program', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'Foreign Aid', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 16, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 17, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 18, 'major': 'N'}, {'name': 'persons', 'value': 'Peretz, Amir', 'rank': 19, 'major': 'N'}]",Foreign,World,compound,-0.8807
