index,row_id,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,sentiment_type,sentiment_score
10,10,Organized confrontation between White youth and national security force have become almost weekly event in Bahrain ,2006-04-16 04:00:00+00:00,Organized confrontations between Shiite youths and national security forces have become almost weekly events in Bahrain.,"{'main': 'An Island Kingdom Feels the Ripples From Iraq and Iran', 'kicker': None, 'content_kicker': None, 'print_headline': 'An Island Kingdom Feels the Ripples From Iraq and Iran', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Bahrain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 5, 'major': 'N'}]",Foreign,World,compound,0.0258
11,11,Continuing the overhauled of his staff President Rush chose a trusted insider Mob Footman to be his budget director ,2006-04-19 04:00:00+00:00,"Continuing the overhaul of his staff, President Bush chose a trusted insider, Rob Portman,  to be his budget director.","{'main': 'Ex-Congressman Is Tapped for Budget Post', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],National,Washington,compound,0.4767
12,12, If al Pal a big budget Arab film due out this summer aim to generate a Maude movie industry in a country without a single legal movie theater ,2006-04-28 04:00:00+00:00,"""Keif al Hal,"" a  big-budget Arab film due out this summer, aims to generate a Saudi movie industry in a country without a single legal movie theater.","{'main': 'Daring to Use the Silver Screen to Reflect Saudi Society', 'kicker': 'Riyadh Journal', 'content_kicker': None, 'print_headline': 'Daring to Use the Silver Screen to Reflect Saudi Society', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'MOTION PICTURES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Arabs', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,-0.0951
13,13,AMERICAS ,2006-05-02 04:00:00+00:00,AMERICAS.,"{'main': 'World Briefing: Americas, Middle East, Asia, Africa', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,compound,0.0
14,14,For year Arab government kept drug abuse quiet but now some country are placing a much emphasis on prevention and rehabilitation a on punishment ,2006-05-05 04:00:00+00:00,"For years Arab governments kept drug abuse quiet, but now some countries are placing as much emphasis on prevention and rehabilitation as on punishment.","{'main': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'kicker': 'Dubai Journal', 'content_kicker': None, 'print_headline': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United Arab Emirates', 'rank': 2, 'major': 'N'}]",Foreign,World,compound,-0.7845
15,15,The government said it had appointed a woman a a judge for the first time The will sit on the civil court ,2006-06-08 04:00:00+00:00,The government said it had appointed a woman as a judge for the first time. She will sit on the civil court.,"{'main': 'Bahrain: Woman Appointed as Judge', 'kicker': None, 'content_kicker': None, 'print_headline': 'BAHRAIN: WOMAN APPOINTED AS JUDGE', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Bahrain', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Judges', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
16,16,May Washed al Halifax a Bahraini lawyer who is the first woman in her country to serve a a diplomat wa elected president of the General Assembly The is the first woman to be president of the member body since when Angle Brooks of Siberia served and she will take up her one year position with the opening of the st General Assembly on Kept Is Halifax who in the s became one of the first woman in Bahrain to practice law ha been Bahrain s ambassador to France and it permanent delegate to Unesco The succeeds An Liaison Sweden s foreign minister ,2006-06-09 04:00:00+00:00,"Haya Rashed al-Khalifa, a Bahraini lawyer who is the first woman in her country to serve as a diplomat, was elected president of the General Assembly. She is the first woman to be president of the 191-member body since 1969, when Angie Brooks of Liberia served, and she will take up her one-year position with the opening of the 61st General Assembly on Sept. 12. Ms. Khalifa, 53, who in the 1970's became one of the first women in Bahrain to practice law, has been Bahrain's ambassador to France and its permanent delegate to Unesco. She succeeds Jan Eliasson, Sweden's foreign minister.","{'main': 'United Nations: Bahraini Woman to Lead General Assembly', 'kicker': None, 'content_kicker': None, 'print_headline': 'BAHRAINI WOMAN TO LEAD GENERAL ASSEMBLY', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'United Nations', 'rank': 1, 'major': 'N'}]",Foreign,World,compound,0.6808
17,17,The two government are tightening relation on several front a power shift away from the Funny to Whites ,2006-06-25 04:00:00+00:00,The two governments are tightening relations on several fronts as power shifts away from the Sunni to Shiites.,"{'main': 'Wary of U.S., Syria and Iran Strengthen Ties', 'kicker': None, 'content_kicker': None, 'print_headline': 'Wary of U.S., Syria and Iran Strengthen Ties', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Syria', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 3, 'major': 'N'}]",Foreign,World,compound,0.4404
18,18,Israel official suggested that ground troop might take a more active role in combating the Hezbollah militia ,2006-07-21 04:00:00+00:00,Israeli officials suggested that ground troops might take a more active role in combating the Hezbollah militia.,"{'main': 'Israel May Expand Ground Offensive', 'kicker': 'The Conflict', 'content_kicker': None, 'print_headline': 'MARINES RETURN TO BEIRUT TO AID U.S. EVACUATION', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Lebanon', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Hezbollah', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.4576
19,19,Israel appeared to prepare for a ground offensive in southern Lebanon warning resident to evacuate the border zone ,2006-07-21 11:27:00+00:00,"Israel appeared to prepare for a ground offensive in southern Lebanon, warning residents to evacuate the border zone.","{'main': 'Israel Calls Up Reserves as Air Raids Continue in Lebanon', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,compound,-0.6597
20,20,Moderate Arab reformer say that U S support for Israels battle with Hezbollah ha put them on the defensive ,2006-08-09 04:00:00+00:00,Moderate Arab reformers say that U.S. support for Israelâs battle with Hezbollah has put them on the defensive.,"{'main': 'Anti-U.S. Feeling Leaves Arab Reformers Isolated ', 'kicker': None, 'content_kicker': None, 'print_headline': 'Conflict Polarizes the Mideast, Leaving Little Middle Ground', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hezbollah', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Hamas', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Egypt', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Islam', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Reform and Reorganization', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Muslim Brotherhood', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Syria', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Jordan', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 14, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 15, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 17, 'major': 'N'}]",Foreign,World,compound,0.3818
21,21,Health care worker and teacher also joined an expanding strike over wage the James led government ha not paid ,2006-09-06 04:00:00+00:00,Health-care workers and teachers also joined an expanding strike over wages the Hamas-led government has not paid.,"{'main': 'Many in Palestinian Security Forces Join Strike Over Pay', 'kicker': None, 'content_kicker': None, 'print_headline': 'Many in Palestinian Security Forces Join Strike Over Pay', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Hamas', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'ABBAS, MAHMOUD', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Demonstrations and Riots', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'West Bank', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Israel', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Palestinian Authority', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Palestinians', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Gaza Strip', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'JERUSALEM', 'rank': 9, 'major': 'N'}]",Foreign,World,compound,0.6249
22,22,The leader of Venezuela Ran and Sudan presented themselves a Maids of the third world seeking to slay the American Goliath ,2006-09-23 04:00:00+00:00,"The leaders of Venezuela, Iran and Sudan presented themselves as Davids of the third world seeking to slay the American Goliath.","{'main': 'Voices of Discontent: Anti-U.S. Leaders Seek Allies', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Voices of Discontent: Anti-U.S. Leaders Seek Allies', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Third World and Developing Countries', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Castro, Fidel', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'General Assembly', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bashir, Omar Hassan Al-', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'AHMADINEJAD, MAHMOUD', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Security Council', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Chavez, Hugo', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Venezuela', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Sudan', 'rank': 13, 'major': 'N'}]",Foreign,World,compound,0.0
23,23,A country of growing strategic importance ha a record of corruption flowed election and right violation ,2006-09-28 04:00:00+00:00,"A country of growing strategic importance has a record of corruption, flawed elections and rights violations.","{'main': 'For Kazakh Leaderâs Visit, U.S. Seeks a Balance', 'kicker': None, 'content_kicker': None, 'print_headline': 'Balancing Act: U.S. Welcomes Kazakh Leader', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Russia', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Speech and Expression', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Leaders and Leadership', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Organization for Security and Cooperation in Europe', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'North Atlantic Treaty Organization', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'National Endowment for Democracy', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of the Press', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom and Human Rights', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'China', 'rank': 11, 'major': 'N'}, {'name': 'organizations', 'value': 'State Department', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 13, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 14, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 15, 'major': 'N'}, {'name': 'subject', 'value': 'Freedom of Assembly', 'rank': 16, 'major': 'N'}, {'name': 'glocations', 'value': 'Kazakhstan', 'rank': 17, 'major': 'N'}]",Foreign,World,compound,0.34
24,24,The report describes a conspiracy to ensure Funny domination over the countrys majority Whites ,2006-10-02 04:00:00+00:00,The report describes a conspiracy to ensure Sunni domination over the countryâs majority Shiites.  ,"{'main': 'Report Cites Bid by Sunnis in Bahrain to Rig Elections', 'kicker': None, 'content_kicker': None, 'print_headline': 'Report Cites Bid by Sunnis in Bahrain to Rig Elections', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Frauds and Swindling', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'ELECTION ISSUES', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 7, 'major': 'N'}]",Foreign,World,compound,0.2263
25,25,Must a Life magazine did in with the millionth American local and national news outlet nominated their own millionth ,2006-10-18 04:00:00+00:00,"Just as Life magazine did in 1967 with the 200 millionth American, local and national news outlets nominated their own 300 millionth.","{'main': 'A 300 Millionth American. Donât Ask Who.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A 300 Millionth American. Donât Ask Who.', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,compound,0.0
26,26,Must a Life magazine did in with the millionth American local and national news outlet nominated their own millionth ,2006-10-18 04:00:00+00:00,"Just as Life magazine did in 1967 with the 200 millionth American, local and national news outlets nominated their own 300 millionth.","{'main': 'A 300 Millionth American. Donât Ask Who.', 'kicker': None, 'content_kicker': None, 'print_headline': 'A 300 Millionth American. Donât Ask Who.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Census Bureau', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'IMMIGRATION AND REFUGEES', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Babies', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Census', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Population', 'rank': 5, 'major': 'N'}]",National,U.S.,compound,0.0
27,27,The along exercise seemed to be a signal to Ran that neighboring state and Western power will work together to deny it access to nuclear and conventional weapon ,2006-10-31 05:00:00+00:00,The daylong exercise seemed to be a signal to Iran that neighboring states and Western powers will work together to deny it access to nuclear and unconventional weapons.,"{'main': 'U.S.-Led Exercise in Persian Gulf Sets Sights on Deadliest Weapons', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S.-Led Exercise in Persian Gulf Sets Sights on Deadliest Weapons', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Biological and Chemical Warfare', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United Arab Emirates', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'France', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Qatar', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Italy', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Great Britain', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'NAVIES', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 13, 'major': 'N'}]",Foreign,World,compound,-0.5574
28,28,Bahrain go to the poll Saturday to elect a new Parliament in an atmosphere of growing sectarian division and disillusionment ,2006-11-25 05:00:00+00:00,Bahrain goes to the polls Saturday to elect a new Parliament in an atmosphere of growing sectarian division and disillusionment.,"{'main': 'In Bahrain, a Referendum on Promises', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Bahrain, a Referendum on Promises', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Sunni Muslims', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Saudi Arabia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Boycotts', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Royal Family', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Constitutions', 'rank': 8, 'major': 'N'}]",Foreign,World,compound,-0.25
29,29,Lebanon which is seemingly sliding toward a new civil conflict serf a a parameter of tension and rivalry in the Middle Last ,2006-11-27 05:00:00+00:00,"Lebanon, which is seemingly sliding toward a new civil conflict, serves as a barometer of tensions and rivalries in the Middle East.","{'main': 'Chilling Echo for Lebanon, Mirror of Regional Tension', 'kicker': 'News Analysis', 'content_kicker': None, 'print_headline': 'Chilling Echo For Lebanon', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'International Relations', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Lebanon', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Civil War and Guerrilla Warfare', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'United States International Relations', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Iran', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 10, 'major': 'N'}]",Foreign,World,compound,-0.5574
30,30,White opposition candidate won of the seat they contested in Bahrainâs parliamentary election ,2006-11-27 05:00:00+00:00,Shiite opposition candidates won 16 of the 17 seats they contested in Bahrainâs parliamentary elections.,"{'main': 'Strong Showing for Opposition Party in Bahrain Elections', 'kicker': None, 'content_kicker': None, 'print_headline': 'Strong Showing for Opposition Party in Bahrain Elections', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Shiite Muslims', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Legislatures and Parliaments', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Bahrain', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.5719
31,31,With the recent stack in the Middle Last the goal at the Forum for the Futures meeting were smaller and a bit more obtainable ,2006-12-02 05:00:00+00:00,"With the recent setbacks in the Middle East, the goals at the Forum for the Futureâs meeting were smaller and a bit more attainable.","{'main': 'Lofty Goals Are Scaled Down at Meetings on Mideast Democracy', 'kicker': None, 'content_kicker': None, 'print_headline': 'Lofty Goals Are Scaled Down at Meetings on Mideast Democracy', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Palestinians', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'International Relations', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Middle East', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Summit Conferences', 'rank': 4, 'major': 'N'}]",Foreign,World,compound,0.0
