index,Unnamed: 0,CleanedText,pub_date,abstract,headline,keywords,news_desk,section_name,row_id,sentiment_type,sentiment_score
10,10,Following are except from the House debate yesterday on the use of force against Ran a recorded by The New Work Times Speakers included Representatives Fete Stark Democrat of California Michael N Castle Republican of Delaware Silvestre Eyes Democrat of Texas Karl Pomeroy Democrat of North Dakota Herald D Kleczka Democrat of Wisconsin John E Sununu Republican of New Hampshire and Robert W Goodlatte Republican of Virginia ,2002-10-10 05:00:00+00:00,"Following are excerpts from the House debate yesterday on the use of force against Iraq, as recorded by The New York Times. Speakers included Representatives Pete Stark, Democrat of California; Michael N. Castle, Republican of Delaware; Silvestre Reyes, Democrat of Texas; Earl Pomeroy, Democrat of North Dakota; Gerald D. Kleczka, Democrat of Wisconsin; John E. Sununu, Republican of New Hampshire; and Robert W. Goodlatte, Republican of Virginia.","{'main': 'Excerpts From House Debate on the Use of Military Force Against Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Excerpts From House Debate on the Use of Military Force Against Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CONGRESS', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}]",Politics,U.S.,10,compound,0.0
11,11,Following are except from the House debate yesterday on the use of force against Ran a recorded by The New Work Times Speakers included the minority leader Richard A Neihardt Democrat of Missouri the majority leader Sick Army Republican of Texas the Republican whip Tom delay of Texas and Representative Fancy Pelosi Democrat of California ,2002-10-11 05:00:00+00:00,"Following are excerpts from the House debate yesterday on the use of force against Iraq, as recorded by The New York Times. Speakers included the minority leader, Richard A. Gephardt, Democrat of Missouri; the majority leader, Dick Armey, Republican of Texas; the Republican whip, Tom DeLay of Texas; and Representative Nancy Pelosi, Democrat of California.","{'main': 'Excerpts From the House Debate on Authorizing Use of Force in Iraq', 'kicker': None, 'content_kicker': None, 'print_headline': 'Excerpts From the House Debate on Authorizing Use of Force in Iraq', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'CONGRESS', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ARMEY, DICK', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 6, 'major': 'N'}]",National,U.S.,11,compound,-0.6808
12,12,A former University of South Florida computer engineering professor and seven others were indicted on charge they supported Palestinian terrorist ,2003-02-20 05:00:00+00:00,A former University of South Florida computer engineering professor and seven others were indicted on charges they supported Palestinian terrorists.,"{'main': 'Federal Indictment Charges 8 With Operating Terrorist Network', 'kicker': None, 'content_kicker': None, 'print_headline': 'Federal Indictment Charges 8 With Operating Terrorist Network', 'name': None, 'seo': None, 'sub': None}","[{'name': 'organizations', 'value': 'Justice Department', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 2, 'major': 'N'}]",National,U.S.,12,compound,-0.5267
13,13,The White House is literally studying the playbook from the conflict to choreograph the opening day of the current war ,2003-03-24 05:00:00+00:00,The White House is literally studying the playbook from the 1991 conflict to choreograph the opening days of the current war.,"{'main': 'Administration Is Heeding Lessons of First Gulf War', 'kicker': 'White House Letter', 'content_kicker': None, 'print_headline': 'Administration Is Heeding Lessons of First Gulf War', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 2, 'major': 'N'}]",National,U.S.,13,compound,-0.7351
14,14,LOUISIANA A Weapons Charge ALABAMA Sentence for Dogs Tax Refund ,2003-09-12 05:00:00+00:00,LOUISIANA: A Weapons Charge; ALABAMA: Sentence for Bogus Tax Refunds.,"{'main': 'National Briefing: South', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing: South', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Louisiana', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Alabama', 'rank': 2, 'major': 'N'}]",National,U.S.,14,compound,-0.3818
15,15,KENTUCKY Court Partial in Grenade Attack GEORGIA Bashful Thinking ,2004-03-10 05:00:00+00:00,KENTUCKY: Court Martial in Grenade Attack; GEORGIA: Wishful Thinking.,"{'main': 'National Briefing: South', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing: South', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Kentucky', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Georgia', 'rank': 2, 'major': 'N'}]",National,U.S.,15,compound,-0.4939
16,16,The special military hearing will determine whether the prisoner at quanti¡name May Cuba have been lawfully detained ,2004-07-16 05:00:00+00:00,"The special military hearings will determine whether the prisoners at GuantÃ¡namo Bay, Cuba, have been lawfully detained.","{'main': 'U.S. Is Readying Review Panels for Cuba Base', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S. Is Readying Review Panels for Cuba Base', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,16,compound,-0.5423
17,17,NORTHWEST ,2004-11-19 05:00:00+00:00,NORTHWEST.,"{'main': 'National Briefing', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefing', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'United States', 'rank': 1, 'major': 'N'}]",National,U.S.,17,compound,0.0
18,18,WEST ,2004-12-28 05:00:00+00:00,WEST.,"{'main': 'National Briefings', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefings', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,18,compound,0.0
19,19,WEST ,2005-09-22 05:00:00+00:00,WEST.,"{'main': 'National Briefs', 'kicker': None, 'content_kicker': None, 'print_headline': 'National Briefs', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,19,compound,0.0
20,20,Several of the military personnel on board were injured when a giant Air Force cargo plane crashed near a runaway at Over Air Force Case ,2006-04-03 05:00:00+00:00,Several of the 17 military personnel on board were injured when a giant Air Force cargo plane crashed near a runway at Dover Air Force Base.,"{'main': 'Military Cargo Plane Crashes in Delaware', 'kicker': None, 'content_kicker': None, 'print_headline': 'Military Cargo Plane Crashes in Delaware', 'name': None, 'seo': None, 'sub': None}",[],National,U.S.,20,compound,-0.4019
21,21,In investigation into a wheat company said to have paid kickback under the oil for food program wa delayed by six volume of new document ,2006-04-04 04:00:00+00:00,An investigation into a wheat company said to have paid kickbacks under the oil-for-food program was delayed by six volumes of new documents.,"{'main': 'Australian Kickback Inquiry Is Slowed by New Documents', 'kicker': None, 'content_kicker': None, 'print_headline': 'Australian Kickback Inquiry Is Slowed by New Documents', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Australia', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'United Nations', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bribery', 'rank': 4, 'major': 'N'}]",Foreign,World,21,compound,-0.2263
22,22,MIDDLE EAST ,2006-04-05 04:00:00+00:00,MIDDLE EAST.,"{'main': 'World Briefing: Middle East, Europe, Americas, Asia', 'kicker': None, 'content_kicker': None, 'print_headline': None, 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,22,compound,0.0
23,23,Crime Minister John Toward said he had never seen any of the table over a six year period that raised suspicion about payment ,2006-04-14 04:00:00+00:00,Prime Minister John Howard said he had never seen any of the cables over a six-year period that raised suspicions about payments.,"{'main': 'Australian Chief Denies Seeing Cables on Payoffs', 'kicker': None, 'content_kicker': None, 'print_headline': 'Australian Chief Denies Seeing Cables on Payoffs', 'name': None, 'seo': None, 'sub': None}",[],Foreign,World,23,compound,-0.7269
24,24,A judge sentenced Ami Ll Brian to the maximum allowed under guideline more than even the prosecution requested ,2006-05-02 04:00:00+00:00,"A judge sentenced Sami Al-Arian to the maximum allowed under guidelines, more than even the prosecution requested.","{'main': '19 Months More in Prison for Professor in Terror Case', 'kicker': None, 'content_kicker': None, 'print_headline': '19 Months More in Prison For Professor in Terror Case', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Florida', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'AL-ARIAN, SAMI', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Judges', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Decisions and Verdicts', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}]",National,U.S.,24,compound,-0.5106
25,25,For year Arab government kept drug abuse quiet but now some country are placing a much emphasis on prevention and rehabilitation a on punishment ,2006-05-05 04:00:00+00:00,"For years Arab governments kept drug abuse quiet, but now some countries are placing as much emphasis on prevention and rehabilitation as on punishment.","{'main': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'kicker': 'Dubai Journal', 'content_kicker': None, 'print_headline': 'Bustling Gulf City Finds It Has Imported a Drug Problem', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'United Arab Emirates', 'rank': 2, 'major': 'N'}]",Foreign,World,25,compound,-0.7845
26,26,ALEXANDRIA A May Â Evoking the need to protect state secret the Justice Department urged a federal judge on Friday to dismiss a lawsuit brought by a man whose experience came to symbolized what some have called the accountability of a government program that secretly ship terrorist suspect to overseas prison ,2006-05-13 04:00:00+00:00,"ALEXANDRIA, Va., May 12 Â Invoking the need to protect ""state secrets,"" the Justice Department urged a federal judge on Friday to dismiss a lawsuit brought by a man whose experience came to symbolize what some have called the unaccountability of a government program that secretly ships terrorism suspects to overseas prisons.","{'main': 'U.S., Citing State Secrets, Challenges Detainee Suit', 'kicker': None, 'content_kicker': None, 'print_headline': 'U.S., Citing State Secrets, Challenges Detainee Suit', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Terrorism', 'rank': 1, 'major': 'N'}]",National,Washington,26,compound,-0.7269
27,27,A string of violent assault left at least people dead including American soldier and British soldier ,2006-05-15 04:00:00+00:00,"A string of violent assaults left at least 32 people dead, including 2 American soldiers and 2 British soldiers.","{'main': '2 Suicide Car Bombers Kill 14 and Wound 16 Near Baghdad Airport', 'kicker': None, 'content_kicker': None, 'print_headline': '2 Suicide Car Bombers Kill 14 and Wound 16 Near Baghdad Airport', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Suicides and Suicide Attempts', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 5, 'major': 'N'}]",Foreign,World,27,compound,-0.9186
28,28,A judge agreed with the Rush administration that the state secret privilege barred a lawsuit over the government s program transferring suspect to other country ,2006-05-19 04:00:00+00:00,"A judge agreed with the Bush administration that the ""state secrets"" privilege barred a lawsuit over the government's program transferring suspects to other countries.","{'main': 'Federal Judge Dismisses Lawsuit by Man Held in Terror Program', 'kicker': None, 'content_kicker': None, 'print_headline': 'Federal Judge Dismisses Lawsuit By Man Held in Terror Program', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Suits and Litigation', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'American Civil Liberties Union', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Central Intelligence Agency', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}]",National,Washington,28,compound,0.128
29,29,Wait s emit dissolved the country s Parliament on Sunday ending a battle over redistributing that threatened to cause a governmental crisis ,2006-05-22 04:00:00+00:00,"Kuwait's emir dissolved the country's Parliament on Sunday, ending a battle over redistricting that threatened to cause a governmental crisis.","{'main': ""Kuwait's Emir Calls Election, Citing 'Stability'"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Kuwait's Emir Calls Election, Citing 'Stability'"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Kuwait', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'REAPPORTIONMENT', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections', 'rank': 4, 'major': 'N'}]",Foreign,World,29,compound,-0.8658
30,30,Paris Zip Madam Russen s former principal international envoy testified that his old bos s action were backed by law ,2006-05-25 04:00:00+00:00,"Tariq Aziz, Saddam Hussein's former principal international envoy, testified that his old boss's actions were backed by law.","{'main': ""Hussein's Former Envoy Gushes With Adulation on Witness Stand"", 'kicker': None, 'content_kicker': None, 'print_headline': ""Hussein's Former Envoy Gushes With Adulation on Witness Stand"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Aziz, Tariq', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hussein, Saddam', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Terrorism', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Baath Party', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'War Crimes, Genocide and Crimes Against Humanity', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Assassinations and Attempted Assassinations', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'ATOMIC WEAPONS', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Biological and Chemical Warfare', 'rank': 10, 'major': 'N'}]",Foreign,World,30,compound,0.0258
31,31,The two leader insisted that the election of a constitutional government in Ran justified going to war ,2006-05-26 04:00:00+00:00,The two leaders insisted that the election of a constitutional government in Iraq justified going to war. ,"{'main': 'Bush and Blair Concede Errors, but Defend War', 'kicker': 'Politics', 'content_kicker': None, 'print_headline': 'Bush and Blair Concede Errors, But Defend War', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Blair, Tony', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}]",Foreign,World,31,compound,-0.296
32,32,Stephen R Happen is posed to become deputy director after a career spent in the clandestine service ,2006-05-30 04:00:00+00:00,Stephen R. Kappes is poised to become deputy director after a career spent in the clandestine service.,"{'main': 'A Storied Operative Returns to the C.I.A.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Poised to Come Back to the C.I.A., a Former Official Who Has Become a Symbol', 'name': None, 'seo': None, 'sub': None}","[{'name': 'persons', 'value': 'Goss, Porter J', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Central Intelligence Agency', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Hayden, Michael V', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Espionage', 'rank': 7, 'major': 'N'}]",National,Washington,32,compound,0.0
33,33,The movement of a brigade come a official have raised doubt about possible troop reduction ,2006-05-30 04:00:00+00:00,The movement of a brigade comes as officials have raised doubts about possible troop reductions.,"{'main': ""U.S. Is Sending Reserve Troops to Iraq's West"", 'kicker': None, 'content_kicker': None, 'print_headline': ""U.S. Is Sending Reserve Troops To Iraq's West"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 4, 'major': 'N'}]",Foreign,World,33,compound,-0.3612
34,34,Is renewed violence swept across Ran on Tuesday Ran said it would investigate last November s killing in Haditha for itself ,2006-05-31 04:00:00+00:00,"As renewed violence swept across Iraq on Tuesday, Iraq said it would investigate last November's killings in Haditha for itself.","{'main': 'More Than 40 Are Killed in Iraqi Insurgent Attacks', 'kicker': None, 'content_kicker': None, 'print_headline': 'More Than 40 Are Killed In Iraqi Insurgent Attacks', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Iraq', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Maliki, Nuri Kamal al-', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Defense Department', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'MARINE CORPS', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'VIOLENCE', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Bombs and Explosives', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Sunni Muslims', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Courts', 'rank': 10, 'major': 'N'}]",Foreign,World,34,compound,-0.8591
35,35,The woman were apparently shot by coalition force when their car failed to stop at an observation post ,2006-06-01 04:00:00+00:00,The women were apparently shot by coalition forces when their car failed to stop at an observation post.,"{'main': 'U.S. Troops Kill 2 Women, and Iraqi Death Toll Grows', 'kicker': 'Violence', 'content_kicker': None, 'print_headline': 'U.S. Troops Kill 2 Women, And Iraqi Death Toll Grows', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Sunni Muslims', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Shiite Muslims', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Police', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Murders and Attempted Murders', 'rank': 7, 'major': 'N'}]",Foreign,World,35,compound,-0.6705
36,36,The prime minister of Ran said that U S troop crush civilian with their vehicle and kill them just on suspicion ,2006-06-02 04:00:00+00:00,"The prime minister of Iraq said that U.S. troops crush civilians ""with their vehicles and kill them just on suspicion.""","{'main': 'Iraqi Assails U.S. for Strikes on Civilians', 'kicker': None, 'content_kicker': None, 'print_headline': ""IRAQI ACCUSES U.S. OF 'DAILY' ATTACKS AGAINST CIVILIANS"", 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'UNITED STATES ARMAMENT AND DEFENSE', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Iraq', 'rank': 3, 'major': 'N'}]",Foreign,World,36,compound,-0.836
37,37,The Rush administration is increasingly turning to a legal tactic that swiftly torpedo most lawsuit the state secret privilege ,2006-06-04 04:00:00+00:00,The Bush administration is increasingly turning to a legal tactic that swiftly torpedoes most lawsuits: the state secrets privilege.,"{'main': 'Invoking Secrets Privilege Becomes a More Popular Legal Tactic by U.S.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Invoking Secrets Privilege Becomes a More Popular Legal Tactic by U.S.', 'name': None, 'seo': None, 'sub': None}","[{'name': 'subject', 'value': 'Wiretapping and Other Eavesdropping Devices and Methods', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Suits and Litigation', 'rank': 2, 'major': 'N'}, {'name': 'organizations', 'value': 'Justice Department', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, George W', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'National Security Agency', 'rank': 5, 'major': 'N'}]",National,Washington,37,compound,0.4601
